"","cntry","idno","psu","stratify","prob","agea","gndr","mnrgtjb","wmcpwrk"
"964","FR",2901,175105,"1                             ",0.000102511309,62,2,1,1
"965","FR",2902,175106,"1                             ",2.7392511e-05,63,1,5,2
"966","FR",2905,175106,"1                             ",4.1088766e-05,46,1,4,3
"967","FR",2910,175106,"1                             ",8.2177532e-05,70,2,5,2
"968","FR",2912,175106,"1                             ",4.1088766e-05,62,1,2,3
"969","FR",2913,175106,"1                             ",8.2177532e-05,78,1,1,1
"970","FR",2918,175106,"1                             ",2.7392511e-05,50,2,4,2
"971","FR",2924,175108,"1                             ",3.0880015e-05,65,2,3,4
"972","FR",2928,175108,"1                             ",3.0880015e-05,40,1,5,5
"973","FR",2929,175108,"1                             ",6.1760031e-05,24,2,5,4
"974","FR",293,113105,"2                             ",0.000128327022,60,2,2,2
"975","FR",2930,175108,"1                             ",6.1760031e-05,40,1,5,4
"976","FR",2942,175109,"1                             ",0.000102511302,57,1,5,5
"977","FR",2945,175109,"1                             ",3.4170435e-05,56,1,5,5
"978","FR",2949,175109,"1                             ",0.000102511302,42,1,5,5
"979","FR",2950,175109,"1                             ",0.000102511302,23,2,5,5
"980","FR",2952,175109,"1                             ",0.000102511302,21,2,5,4
"981","FR",2956,175110,"1                             ",0.000142929741,39,1,2,2
"982","FR",2957,175110,"1                             ",0.000142929741,47,1,2,2
"983","FR",2962,175110,"1                             ",7.146487e-05,79,1,4,2
"984","FR",2966,175110,"1                             ",0.000142929741,45,1,2,3
"985","FR",2968,175110,"1                             ",7.146487e-05,30,2,5,4
"986","FR",297,113105,"2                             ",6.4163511e-05,41,2,5,5
"987","FR",2975,175111,"1                             ",0.000131114182,49,1,5,5
"988","FR",2979,175111,"1                             ",0.000262228365,83,2,5,5
"989","FR",2980,175111,"1                             ",0.000262228365,29,1,5,1
"990","FR",299,113105,"2                             ",4.2775675e-05,45,1,4,4
"991","FR",2990,175115,"1                             ",0.00019890556,58,2,3,2
"992","FR",3,101053,"2                             ",0.000135218511,36,2,5,5
"993","FR",300,113105,"2                             ",0.000128327022,48,2,1,3
"994","FR",3000,175115,"1                             ",0.00039781112,77,2,5,4
"995","FR",3001,175115,"1                             ",0.00039781112,30,2,5,3
"996","FR",3003,175115,"1                             ",0.00019890556,25,2,4,4
"997","FR",3006,175115,"1                             ",0.00039781112,56,2,5,5
"998","FR",3008,175118,"1                             ",0.000320801249,32,1,4,2
"999","FR",3010,175118,"1                             ",0.000320801249,33,1,5,2
"1000","FR",3011,175118,"1                             ",0.000160400625,22,2,5,3
"1001","FR",3013,175118,"1                             ",0.000320801249,29,1,5,5
"1002","FR",3015,175118,"1                             ",0.000160400625,28,2,5,3
"1003","FR",3018,175118,"1                             ",0.000160400625,34,1,5,4
"1004","FR",3019,175118,"1                             ",0.000320801249,41,1,5,4
"1005","FR",3025,176014,"2                             ",0.000128165802,21,2,2,2
"1006","FR",3027,176014,"2                             ",6.4082901e-05,58,1,5,5
"1007","FR",3028,176014,"2                             ",6.4082901e-05,40,2,5,2
"1008","FR",3030,176014,"2                             ",3.2041451e-05,17,2,5,2
"1009","FR",3032,176014,"2                             ",6.4082901e-05,35,2,4,2
"1010","FR",3033,176014,"2                             ",6.4082901e-05,61,2,5,3
"1011","FR",3034,176014,"2                             ",0.000128165802,33,2,5,4
"1012","FR",3035,176014,"2                             ",4.2721935e-05,47,1,5,3
"1013","FR",3040,176014,"2                             ",6.4082901e-05,64,1,2,2
"1014","FR",3041,176014,"2                             ",2.5633161e-05,42,2,4,3
"1015","FR",3043,176351,"2                             ",4.6748555e-05,46,1,3,3
"1016","FR",3044,176351,"2                             ",4.6748555e-05,60,2,5,2
"1017","FR",3045,176351,"2                             ",4.6748555e-05,59,1,3,2
"1018","FR",3047,176351,"2                             ",9.3497111e-05,85,2,5,2
"1019","FR",305,113110,"2                             ",0.000135185979,54,1,3,1
"1020","FR",3052,176351,"2                             ",4.6748555e-05,55,2,2,3
"1021","FR",3054,176351,"2                             ",9.3497111e-05,51,2,3,3
"1022","FR",3057,176540,"2                             ",6.5255025e-05,57,1,5,4
"1023","FR",3059,176540,"2                             ",6.5255025e-05,80,1,3,2
"1024","FR",3065,176624,"2                             ",0.000135014859,42,1,5,2
"1025","FR",3066,176624,"2                             ",6.7507429e-05,60,1,1,1
"1026","FR",3069,176624,"2                             ",6.7507429e-05,37,2,5,2
"1027","FR",307,113110,"2                             ",4.5061994e-05,62,1,5,2
"1028","FR",3074,176624,"2                             ",0.000135014859,67,2,3,5
"1029","FR",3077,176624,"2                             ",6.7507429e-05,61,1,4,3
"1030","FR",3084,176681,"2                             ",6.7507357e-05,19,1,5,4
"1031","FR",3089,176681,"2                             ",0.000135014714,31,2,3,3
"1032","FR",3091,176681,"2                             ",6.7507357e-05,34,2,2,1
"1033","FR",3094,176681,"2                             ",0.000135014714,82,2,1,2
"1034","FR",3095,176681,"2                             ",0.000135014714,74,1,2,2
"1035","FR",3100,176681,"2                             ",0.000135014714,77,2,2,2
"1036","FR",3101,176681,"2                             ",0.000135014714,78,2,3,2
"1037","FR",3102,177014,"2                             ",0.000135013811,50,2,5,2
"1038","FR",3116,177014,"2                             ",6.7506905e-05,24,2,5,2
"1039","FR",3120,177014,"2                             ",6.7506905e-05,76,2,2,2
"1040","FR",3122,177249,"2                             ",6.7506589e-05,38,1,3,2
"1041","FR",3123,177249,"2                             ",6.7506589e-05,35,2,5,4
"1042","FR",3126,177249,"2                             ",6.7506589e-05,47,2,5,5
"1043","FR",3129,177249,"2                             ",4.5004394e-05,17,2,4,3
"1044","FR",3131,177249,"2                             ",4.5004394e-05,42,2,5,1
"1045","FR",3134,177249,"2                             ",6.7506589e-05,37,2,4,2
"1046","FR",3137,177249,"2                             ",6.7506589e-05,48,2,2,5
"1047","FR",3138,177249,"2                             ",0.000135013178,70,2,4,4
"1048","FR",3139,177249,"2                             ",4.5004394e-05,48,1,3,3
"1049","FR",3140,177258,"2                             ",6.7506578e-05,37,2,5,1
"1050","FR",3141,177258,"2                             ",0.000135013157,60,2,5,4
"1051","FR",3144,177258,"2                             ",0.000135013157,54,1,3,3
"1052","FR",3148,177258,"2                             ",6.7506578e-05,40,2,5,3
"1053","FR",3151,177258,"2                             ",0.000135013157,51,1,3,3
"1054","FR",3153,177258,"2                             ",3.3753289e-05,50,1,4,3
"1055","FR",3156,177258,"2                             ",0.000135013157,44,2,5,2
"1056","FR",3159,177285,"2                             ",0.000128162554,47,1,2,4
"1057","FR",3160,177285,"2                             ",6.4081277e-05,35,1,1,5
"1058","FR",3161,177285,"2                             ",4.2720853e-05,32,2,5,5
"1059","FR",3162,177285,"2                             ",6.4081277e-05,25,2,2,2
"1060","FR",3163,177285,"2                             ",6.4081277e-05,72,2,4,2
"1061","FR",3164,177285,"2                             ",0.000128162554,64,2,5,1
"1062","FR",3165,177285,"2                             ",6.4081277e-05,48,1,4,4
"1063","FR",3166,177285,"2                             ",6.4081277e-05,75,2,1,1
"1064","FR",3167,177285,"2                             ",4.2720853e-05,53,1,5,4
"1065","FR",3169,177285,"2                             ",6.4081277e-05,27,2,4,4
"1066","FR",3170,177285,"2                             ",6.4081277e-05,21,1,4,3
"1067","FR",3171,177285,"2                             ",4.2720853e-05,48,2,4,2
"1068","FR",3174,177285,"2                             ",0.000128162554,40,1,5,1
"1069","FR",3175,177285,"2                             ",6.4081277e-05,63,2,5,2
"1070","FR",3176,177285,"2                             ",6.4081277e-05,36,1,5,2
"1071","FR",3177,177305,"2                             ",0.000135013032,42,1,5,2
"1072","FR",3179,177305,"2                             ",6.7506516e-05,62,1,5,2
"1073","FR",3183,177305,"2                             ",0.000135013032,62,1,5,4
"1074","FR",3186,177305,"2                             ",0.000135013032,39,2,5,5
"1075","FR",3187,177305,"2                             ",0.000135013032,42,1,5,1
"1076","FR",3188,177305,"2                             ",0.000135013032,64,2,2,5
"1077","FR",3193,177305,"2                             ",6.7506516e-05,23,2,4,2
"1078","FR",3194,177305,"2                             ",0.000135013032,58,2,2,5
"1079","FR",3198,177495,"2                             ",6.7506262e-05,44,2,4,3
"1080","FR",3201,177495,"2                             ",0.000135012524,58,2,5,1
"1081","FR",3208,177495,"2                             ",0.000135012524,46,1,4,3
"1082","FR",321,113201,"1                             ",6.1838837e-05,39,2,1,1
"1083","FR",3210,177495,"2                             ",6.7506262e-05,59,1,5,5
"1084","FR",3211,177495,"2                             ",4.5004176e-05,50,2,3,2
"1085","FR",3212,177495,"2                             ",6.7506262e-05,36,2,3,3
"1086","FR",3214,177495,"2                             ",3.3753131e-05,59,2,5,4
"1087","FR",3218,178015,"2                             ",4.5003709e-05,58,2,4,2
"1088","FR",3219,178015,"2                             ",4.5003709e-05,41,1,4,2
"1089","FR",3220,178015,"2                             ",6.7505562e-05,28,2,5,1
"1090","FR",3221,178015,"2                             ",6.7505562e-05,57,2,5,2
"1091","FR",3226,178015,"2                             ",6.7505562e-05,31,1,3,3
"1092","FR",3232,178015,"2                             ",6.7505562e-05,62,1,2,2
"1093","FR",3234,178624,"2                             ",6.7504742e-05,39,2,5,4
"1094","FR",3235,178624,"2                             ",4.5003162e-05,47,2,5,3
"1095","FR",3241,178624,"2                             ",4.5003162e-05,27,1,5,2
"1096","FR",3247,178624,"2                             ",6.7504742e-05,42,1,4,4
"1097","FR",3248,178624,"2                             ",6.7504742e-05,65,1,4,2
"1098","FR",3249,178624,"2                             ",6.7504742e-05,35,1,5,2
"1099","FR",3264,180718,"2                             ",0.000135003849,63,1,1,5
"1100","FR",3266,180718,"2                             ",6.7501924e-05,67,2,1,2
"1101","FR",3267,180718,"2                             ",6.7501924e-05,43,1,5,5
"1102","FR",3269,180718,"2                             ",4.5001284e-05,52,2,5,4
"1103","FR",327,113201,"1                             ",6.1838837e-05,50,2,4,2
"1104","FR",3270,180718,"2                             ",4.5001284e-05,51,2,5,3
"1105","FR",3271,180718,"2                             ",6.7501924e-05,74,1,4,4
"1106","FR",3272,180718,"2                             ",6.7501924e-05,72,1,3,2
"1107","FR",3275,180718,"2                             ",0.000135003849,83,2,4,1
"1108","FR",3282,181105,"2                             ",6.7501405e-05,63,2,5,3
"1109","FR",3283,181105,"2                             ",6.7501405e-05,90,2,3,2
"1110","FR",3284,181105,"2                             ",0.000135002811,65,1,5,3
"1111","FR",3286,181105,"2                             ",6.7501405e-05,42,2,5,4
"1112","FR",3287,181105,"2                             ",0.000135002811,20,1,5,5
"1113","FR",3290,181105,"2                             ",3.3750703e-05,21,2,5,5
"1114","FR",3292,181105,"2                             ",0.000135002811,52,1,5,5
"1115","FR",3296,181105,"2                             ",4.5000938e-05,52,1,5,1
"1116","FR",3297,181105,"2                             ",6.7501405e-05,61,2,5,5
"1117","FR",3298,181105,"2                             ",6.7501405e-05,36,2,5,5
"1118","FR",33,102691,"2                             ",6.4176872e-05,34,1,5,4
"1119","FR",3300,182117,"2                             ",0.000135000082,82,2,4,3
"1120","FR",3302,182117,"2                             ",6.7500041e-05,76,2,4,4
"1121","FR",3303,182117,"2                             ",6.7500041e-05,61,2,5,5
"1122","FR",3304,182117,"2                             ",2.7000017e-05,18,1,3,2
"1123","FR",3305,182117,"2                             ",0.000135000082,54,2,4,2
"1124","FR",3306,182117,"2                             ",0.000135000082,63,2,3,1
"1125","FR",3308,182117,"2                             ",0.000135000082,78,1,3,3
"1126","FR",3309,182117,"2                             ",0.000135000082,87,2,1,2
"1127","FR",331,113201,"1                             ",2.0612946e-05,26,2,5,2
"1128","FR",3311,182117,"2                             ",6.7500041e-05,24,1,5,5
"1129","FR",3312,182117,"2                             ",6.7500041e-05,50,2,4,2
"1130","FR",3313,182117,"2                             ",3.375002e-05,49,2,3,3
"1131","FR",3316,182117,"2                             ",6.7500041e-05,42,2,5,5
"1132","FR",3317,182117,"2                             ",6.7500041e-05,75,2,2,2
"1133","FR",3318,182117,"2                             ",0.000135000082,23,2,5,5
"1134","FR",332,113201,"1                             ",6.1838837e-05,39,2,3,3
"1135","FR",3320,183061,"2                             ",0.00013499755,31,2,4,1
"1136","FR",333,113201,"1                             ",2.0612946e-05,23,1,5,2
"1137","FR",3331,183061,"2                             ",6.7498775e-05,29,2,5,5
"1138","FR",3333,183061,"2                             ",6.7498775e-05,58,2,3,2
"1139","FR",3334,183061,"2                             ",0.00013499755,88,1,5,1
"1140","FR",334,113201,"1                             ",6.1838837e-05,43,2,5,4
"1141","FR",3347,183137,"1                             ",0.000262185902,40,2,5,2
"1142","FR",3352,184069,"2                             ",6.7497415e-05,37,2,5,5
"1143","FR",3357,184069,"2                             ",0.000134994831,45,1,5,3
"1144","FR",3358,184069,"2                             ",4.4998278e-05,15,1,2,2
"1145","FR",336,113201,"1                             ",6.1838837e-05,28,1,5,3
"1146","FR",3361,184069,"2                             ",6.7497415e-05,49,1,5,5
"1147","FR",3363,184069,"2                             ",6.7497415e-05,61,1,3,3
"1148","FR",3368,184069,"2                             ",4.4998278e-05,49,2,5,4
"1149","FR",3372,184141,"2                             ",6.7497322e-05,52,1,4,5
"1150","FR",3375,184141,"2                             ",0.000134994644,29,1,5,5
"1151","FR",3378,184141,"2                             ",6.7497322e-05,71,1,3,2
"1152","FR",3380,184141,"2                             ",6.7497322e-05,60,1,5,4
"1153","FR",3382,184141,"2                             ",0.000134994644,82,2,2,1
"1154","FR",3383,184141,"2                             ",6.7497322e-05,58,1,4,4
"1155","FR",3386,184141,"2                             ",0.000134994644,70,2,2,2
"1156","FR",3388,184141,"2                             ",6.7497322e-05,24,2,5,1
"1157","FR",3389,185089,"2                             ",6.7496046e-05,56,2,4,3
"1158","FR",339,113201,"1                             ",3.0919418e-05,33,2,5,4
"1159","FR",3391,185089,"2                             ",6.7496046e-05,58,1,2,2
"1160","FR",3396,185089,"2                             ",6.7496046e-05,38,2,5,2
"1161","FR",3397,185089,"2                             ",6.7496046e-05,33,2,5,2
"1162","FR",3398,185089,"2                             ",6.7496046e-05,30,2,4,4
"1163","FR",3399,185089,"2                             ",0.000134992091,63,1,5,2
"1164","FR",340,113202,"1                             ",4.1311047e-05,53,1,4,2
"1165","FR",3400,185089,"2                             ",6.7496046e-05,61,2,4,1
"1166","FR",3401,185089,"2                             ",6.7496046e-05,28,1,3,3
"1167","FR",3402,185089,"2                             ",6.7496046e-05,85,1,2,2
"1168","FR",3403,185089,"2                             ",6.7496046e-05,19,1,5,4
"1169","FR",3405,185089,"2                             ",6.7496046e-05,65,1,3,2
"1170","FR",3406,185089,"2                             ",6.7496046e-05,40,1,1,1
"1171","FR",3407,185089,"2                             ",0.000134992091,77,1,3,3
"1172","FR",3408,185215,"2                             ",0.000134991749,71,2,3,2
"1173","FR",3409,185215,"2                             ",4.4997251e-05,49,2,4,3
"1174","FR",3410,185215,"2                             ",0.000134991749,76,2,5,2
"1175","FR",3411,185215,"2                             ",6.7495874e-05,36,2,5,2
"1176","FR",3412,185215,"2                             ",0.000134991749,45,1,4,2
"1177","FR",3414,185215,"2                             ",0.000134991749,76,1,2,2
"1178","FR",3415,185215,"2                             ",6.7495874e-05,22,2,5,5
"1179","FR",3416,185215,"2                             ",0.000134991749,67,1,1,2
"1180","FR",3417,185215,"2                             ",0.000134991749,86,2,2,4
"1181","FR",3418,185215,"2                             ",6.7495874e-05,54,1,3,2
"1182","FR",3419,185215,"2                             ",3.3747937e-05,47,2,2,3
"1183","FR",342,113202,"1                             ",1.3770349e-05,53,2,5,5
"1184","FR",3420,185215,"2                             ",0.000134991749,72,2,2,2
"1185","FR",3421,185215,"2                             ",0.000134991749,52,2,4,4
"1186","FR",3422,185215,"2                             ",4.4997251e-05,54,1,4,3
"1187","FR",3423,185215,"2                             ",4.4997251e-05,44,1,3,2
"1188","FR",3424,185215,"2                             ",6.7495874e-05,30,2,4,4
"1189","FR",3426,185215,"2                             ",0.000134991749,43,1,4,2
"1190","FR",3428,186041,"2                             ",6.7494764e-05,66,2,3,3
"1191","FR",3429,186041,"2                             ",6.7494764e-05,35,1,3,2
"1192","FR",3430,186041,"2                             ",6.7494764e-05,73,1,5,3
"1193","FR",3431,186041,"2                             ",0.000134989528,51,2,5,5
"1194","FR",3432,186041,"2                             ",4.4996511e-05,33,1,5,5
"1195","FR",3433,186041,"2                             ",6.7494764e-05,54,1,3,2
"1196","FR",3435,186041,"2                             ",6.7494764e-05,41,1,5,5
"1197","FR",3436,186041,"2                             ",6.7494764e-05,33,2,5,4
"1198","FR",3437,186041,"2                             ",6.7494764e-05,76,1,1,2
"1199","FR",3438,186041,"2                             ",6.7494764e-05,48,2,5,2
"1200","FR",3439,186041,"2                             ",6.7494764e-05,17,1,2,5
"1201","FR",344,113202,"1                             ",1.3770349e-05,61,1,5,5
"1202","FR",3440,186041,"2                             ",6.7494764e-05,26,1,5,4
"1203","FR",3442,186041,"2                             ",0.000134989528,28,2,4,3
"1204","FR",3443,186041,"2                             ",6.7494764e-05,63,2,2,4
"1205","FR",3444,186041,"2                             ",4.4996511e-05,17,1,5,4
"1206","FR",3445,186041,"2                             ",0.000134989528,21,1,5,4
"1207","FR",3446,186165,"2                             ",6.7494598e-05,78,1,5,2
"1208","FR",3447,186165,"2                             ",0.000134989196,27,1,5,5
"1209","FR",3449,186165,"2                             ",6.7494598e-05,38,1,3,1
"1210","FR",3451,186165,"2                             ",6.7494598e-05,23,1,5,2
"1211","FR",3453,186165,"2                             ",4.49964e-05,45,2,2,4
"1212","FR",3455,186165,"2                             ",0.000134989196,71,2,4,3
"1213","FR",3458,186165,"2                             ",0.000134989196,54,1,5,5
"1214","FR",346,113202,"1                             ",4.1311047e-05,21,2,5,3
"1215","FR",3461,186165,"2                             ",0.000134989196,49,2,5,4
"1216","FR",3462,186165,"2                             ",6.7494598e-05,52,1,4,3
"1217","FR",3466,186194,"2                             ",2.5475562e-05,62,1,5,4
"1218","FR",3468,186194,"2                             ",2.5475562e-05,24,2,5,3
"1219","FR",3469,186194,"2                             ",2.5475562e-05,20,2,5,5
"1220","FR",3470,186194,"2                             ",5.0951123e-05,22,1,5,5
"1221","FR",3471,186194,"2                             ",5.0951123e-05,49,1,1,1
"1222","FR",3472,187075,"2                             ",0.000134986747,62,1,2,1
"1223","FR",3476,187075,"2                             ",6.7493374e-05,50,2,5,4
"1224","FR",3478,187075,"2                             ",0.000134986747,36,2,5,5
"1225","FR",3482,187075,"2                             ",6.7493374e-05,59,1,5,5
"1226","FR",3483,187075,"2                             ",6.7493374e-05,86,2,1,2
"1227","FR",3488,187075,"2                             ",6.7493374e-05,53,1,5,4
"1228","FR",3489,187075,"2                             ",6.7493374e-05,37,1,5,5
"1229","FR",349,113202,"1                             ",2.0655523e-05,77,1,5,2
"1230","FR",3490,187075,"2                             ",0.000134986747,44,1,5,4
"1231","FR",3492,187085,"2                             ",3.9708063e-05,62,1,5,4
"1232","FR",3493,187085,"2                             ",7.9416126e-05,55,1,5,4
"1233","FR",3494,187085,"2                             ",7.9416126e-05,19,2,5,3
"1234","FR",3495,187085,"2                             ",3.9708063e-05,37,2,5,4
"1235","FR",3497,187085,"2                             ",3.9708063e-05,59,2,5,3
"1236","FR",3499,187085,"2                             ",2.6472043e-05,19,1,4,4
"1237","FR",350,113202,"1                             ",2.0655523e-05,39,1,3,2
"1238","FR",3500,187085,"2                             ",3.9708063e-05,33,1,5,2
"1239","FR",3502,188078,"2                             ",0.000134984049,56,1,1,2
"1240","FR",3503,188078,"2                             ",0.000134984049,48,1,4,4
"1241","FR",3506,188078,"2                             ",6.7492024e-05,33,2,3,2
"1242","FR",3507,188078,"2                             ",6.7492024e-05,60,2,3,2
"1243","FR",3509,188078,"2                             ",4.4994684e-05,48,2,4,3
"1244","FR",3510,188078,"2                             ",3.3746012e-05,15,1,5,4
"1245","FR",3511,188078,"2                             ",3.3746012e-05,17,2,5,2
"1246","FR",3516,188078,"2                             ",6.7492024e-05,61,2,4,4
"1247","FR",3519,188078,"2                             ",6.7492024e-05,51,2,5,4
"1248","FR",352,113202,"1                             ",2.0655523e-05,40,2,4,2
"1249","FR",3520,188078,"2                             ",0.000134984049,75,2,4,4
"1250","FR",3521,188160,"2                             ",6.4067361e-05,30,1,2,1
"1251","FR",3522,188160,"2                             ",0.000128134723,48,2,5,4
"1252","FR",3523,188160,"2                             ",0.000128134723,49,2,2,2
"1253","FR",3527,188160,"2                             ",6.4067361e-05,62,1,2,1
"1254","FR",353,113202,"1                             ",2.0655523e-05,78,2,1,1
"1255","FR",3531,188160,"2                             ",0.000128134723,45,2,5,4
"1256","FR",3535,188160,"2                             ",6.4067361e-05,18,2,3,1
"1257","FR",354,113202,"1                             ",2.0655523e-05,35,2,1,1
"1258","FR",3548,189387,"2                             ",0.000134980531,61,2,5,1
"1259","FR",3549,189387,"2                             ",3.3745133e-05,44,2,2,3
"1260","FR",355,113202,"1                             ",1.0327762e-05,16,1,2,2
"1261","FR",3557,189387,"2                             ",0.000134980531,22,2,1,2
"1262","FR",3558,190010,"2                             ",0.00013497885,89,1,2,3
"1263","FR",356,113202,"1                             ",4.1311047e-05,76,2,5,1
"1264","FR",3560,190010,"2                             ",6.7489425e-05,31,1,3,2
"1265","FR",3562,190010,"2                             ",6.7489425e-05,43,2,4,3
"1266","FR",3563,190010,"2                             ",0.00013497885,28,2,2,4
"1267","FR",3564,190010,"2                             ",0.00013497885,83,2,2,2
"1268","FR",3565,190010,"2                             ",6.7489425e-05,18,2,4,2
"1269","FR",3566,190010,"2                             ",4.4992951e-05,39,2,2,2
"1270","FR",3567,190010,"2                             ",0.00013497885,59,1,5,2
"1271","FR",3568,190010,"2                             ",0.00013497885,65,1,4,2
"1272","FR",3569,190010,"2                             ",0.00013497885,32,2,5,2
"1273","FR",3572,190010,"2                             ",6.7489425e-05,58,2,5,2
"1274","FR",3575,190010,"2                             ",0.00013497885,20,1,5,2
"1275","FR",3576,190010,"2                             ",0.00013497885,41,1,4,1
"1276","FR",3579,191021,"2                             ",0.000134976131,75,1,2,1
"1277","FR",3580,191021,"2                             ",6.7488066e-05,36,1,5,4
"1278","FR",3581,191021,"2                             ",6.7488066e-05,71,1,4,3
"1279","FR",3587,191021,"2                             ",6.7488066e-05,51,2,3,3
"1280","FR",3593,191021,"2                             ",4.4992045e-05,20,2,4,3
"1281","FR",3594,191021,"2                             ",0.000134976131,80,2,3,2
"1282","FR",3595,191021,"2                             ",0.000134976131,74,2,5,2
"1283","FR",3596,191228,"2                             ",0.000134975581,31,2,5,1
"1284","FR",3597,191228,"2                             ",0.000134975581,60,2,5,2
"1285","FR",3598,191228,"2                             ",6.7487791e-05,18,2,5,5
"1286","FR",360,113202,"1                             ",4.1311047e-05,58,1,4,4
"1287","FR",3600,191228,"2                             ",0.000134975581,72,2,5,4
"1288","FR",3601,191228,"2                             ",6.7487791e-05,38,1,5,2
"1289","FR",3602,191228,"2                             ",6.7487791e-05,31,1,2,3
"1290","FR",3604,191228,"2                             ",6.7487791e-05,53,2,5,2
"1291","FR",3606,191228,"2                             ",6.7487791e-05,35,2,5,4
"1292","FR",3607,191228,"2                             ",6.7487791e-05,31,1,5,1
"1293","FR",3608,191228,"2                             ",6.7487791e-05,42,2,2,2
"1294","FR",3609,191228,"2                             ",4.4991862e-05,44,2,5,2
"1295","FR",3610,191228,"2                             ",6.7487791e-05,58,2,5,1
"1296","FR",3611,191228,"2                             ",0.000134975581,32,2,5,5
"1297","FR",3613,191228,"2                             ",3.3743895e-05,52,2,3,2
"1298","FR",3615,192004,"2                             ",0.000134973495,15,1,5,1
"1299","FR",3616,192004,"2                             ",6.7486748e-05,29,2,5,4
"1300","FR",3621,192004,"2                             ",6.7486748e-05,28,1,5,1
"1301","FR",3622,192004,"2                             ",0.000134973495,26,2,5,4
"1302","FR",3628,192004,"2                             ",0.000134973495,68,1,5,3
"1303","FR",3629,192004,"2                             ",4.4991166e-05,60,1,4,4
"1304","FR",363,113203,"1                             ",2.0612946e-05,45,2,4,5
"1305","FR",3630,192004,"2                             ",6.7486748e-05,36,2,1,1
"1306","FR",3632,192004,"2                             ",4.4991166e-05,53,2,5,5
"1307","FR",3636,192012,"2                             ",3.2617249e-05,68,2,3,2
"1308","FR",3637,192012,"2                             ",3.2617249e-05,83,1,4,2
"1309","FR",3641,192012,"2                             ",6.5234499e-05,59,1,2,1
"1310","FR",3649,192025,"2                             ",6.4062422e-05,70,1,4,1
"1311","FR",3650,192025,"2                             ",6.4062422e-05,44,2,5,2
"1312","FR",3652,192025,"2                             ",6.4062422e-05,72,1,4,2
"1313","FR",3653,192025,"2                             ",0.000128124844,34,2,5,4
"1314","FR",3660,192025,"2                             ",0.000128124844,46,2,5,4
"1315","FR",3663,192026,"2                             ",6.7486717e-05,51,1,4,4
"1316","FR",3666,192026,"2                             ",6.7486717e-05,30,2,5,2
"1317","FR",3667,192026,"2                             ",6.7486717e-05,67,2,4,2
"1318","FR",3670,192026,"2                             ",6.7486717e-05,43,1,5,5
"1319","FR",3671,192026,"2                             ",4.4991146e-05,54,2,4,1
"1320","FR",3672,192026,"2                             ",6.7486717e-05,47,1,3,3
"1321","FR",3673,192026,"2                             ",0.000134973433,26,1,5,4
"1322","FR",3675,192026,"2                             ",6.7486717e-05,48,1,5,3
"1323","FR",3676,192026,"2                             ",6.7486717e-05,28,1,5,1
"1324","FR",3677,192026,"2                             ",0.000134973433,58,1,5,5
"1325","FR",3678,192026,"2                             ",6.7486717e-05,46,1,5,4
"1326","FR",3680,192049,"2                             ",6.7486685e-05,66,2,2,2
"1327","FR",3682,192049,"2                             ",6.7486685e-05,82,1,4,3
"1328","FR",3685,192049,"2                             ",0.000134973371,46,2,5,5
"1329","FR",3686,192049,"2                             ",6.7486685e-05,31,2,4,4
"1330","FR",3688,192049,"2                             ",0.000134973371,84,2,4,2
"1331","FR",3689,192049,"2                             ",0.000134973371,44,2,5,5
"1332","FR",3705,192063,"2                             ",6.7486665e-05,70,1,1,2
"1333","FR",3717,192063,"2                             ",6.7486665e-05,48,1,5,5
"1334","FR",3718,193006,"2                             ",0.000134970797,45,1,4,4
"1335","FR",3719,193006,"2                             ",4.4990267e-05,45,1,4,4
"1336","FR",372,113203,"1                             ",6.1838837e-05,56,2,5,3
"1337","FR",3722,193006,"2                             ",0.000134970797,63,2,3,3
"1338","FR",3723,193006,"2                             ",0.000134970797,90,1,2,2
"1339","FR",3727,193006,"2                             ",0.000134970797,26,2,2,2
"1340","FR",373,113203,"1                             ",6.1838837e-05,91,2,2,2
"1341","FR",3730,193006,"2                             ",6.7485399e-05,34,2,2,1
"1342","FR",3731,193006,"2                             ",0.000134970797,42,1,4,4
"1343","FR",3733,193006,"2                             ",0.000134970797,72,2,4,1
"1344","FR",3735,193006,"2                             ",6.7485399e-05,57,1,2,1
"1345","FR",3736,193006,"2                             ",6.7485399e-05,57,2,3,4
"1346","FR",3738,193029,"2                             ",6.7485368e-05,29,2,3,5
"1347","FR",374,113203,"1                             ",6.1838837e-05,27,2,3,3
"1348","FR",3740,193029,"2                             ",0.000134970735,28,1,5,4
"1349","FR",3741,193029,"2                             ",0.000134970735,83,1,5,3
"1350","FR",3745,193029,"2                             ",0.000134970735,77,2,5,1
"1351","FR",3749,193029,"2                             ",6.7485368e-05,18,1,5,1
"1352","FR",3750,193029,"2                             ",3.3742684e-05,23,2,5,4
"1353","FR",3751,193029,"2                             ",6.7485368e-05,69,1,5,1
"1354","FR",3753,193029,"2                             ",6.7485368e-05,80,2,2,1
"1355","FR",3756,193051,"2                             ",4.4990226e-05,44,2,5,5
"1356","FR",3757,193051,"2                             ",6.7485336e-05,36,1,4,2
"1357","FR",3759,193051,"2                             ",6.7485336e-05,28,2,5,3
"1358","FR",3765,193051,"2                             ",6.7485336e-05,44,1,2,2
"1359","FR",3766,193051,"2                             ",0.000134970673,20,1,5,2
"1360","FR",3768,193051,"2                             ",3.3742668e-05,53,1,3,3
